"url","status","redirect_chain","title","description","canonical","robots","jsonld_blocks","html_bytes","header_ms","h1","error"
"https://mixenza.com/seo-audit-nonexistent-20260921","404","404 https://mixenza.com/seo-audit-nonexistent-20260921","404: This page could not be found.","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","52437","244","404",""
"https://mixenza.com/product/seo-audit-nonexistent-20260921","404","404 https://mixenza.com/product/seo-audit-nonexistent-20260921","Mixenza — Your everyday marketplace","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","noindex","0","16175","680","",""
"https://mixenza.com/shop/kitchenware","200","200 https://mixenza.com/shop/kitchenware","Kitchenware | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","553464","729","Kitchenware",""
"https://mixenza.com/product/pickora-1970697444","200","200 https://mixenza.com/product/pickora-1970697444","2-in-1 Mist Spray Detangling Hair Brush | Mixenza | Mixenza","Anti-static detangling brush with soft nylon teeth, a fine-mist atomizing nozzle, and a removable 30ml water tank for easier styling at home or while travelling","","","0","74730","564","2-in-1 Mist Spray Detangling Hair Brush",""
"https://mixenza.com/shop/health-beauty","200","200 https://mixenza.com/shop/health-beauty","Health & Beauty | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","551427","819","Health & Beauty",""
"https://mixenza.com/shop/breadcrumb1","200","307 https://mixenza.com/shop/breadcrumb1 -> /shop | 200 https://mixenza.com/shop","Shop | Mixenza | Mixenza","Browse Mixenza products, categories and PKR prices.","","","0","562252","687","Shop",""
"https://mixenza.com/product/pickora-1971845697","200","200 https://mixenza.com/product/pickora-1971845697","40oz Stainless Steel Insulated Tumbler | Mixenza | Mixenza","Premium 1200ml double-wall stainless steel tumbler with secure lid, ergonomic handle, reusable steel straw, and a pastel bow print for hot or cold drinks.","","","0","77632","520","40oz Stainless Steel Insulated Tumbler",""
"https://mixenza.com/product/pickora-1971400774","200","200 https://mixenza.com/product/pickora-1971400774","Automatic Rechargeable Water Dispenser Pump | Mixenza | Mixenza","One-touch wireless water bottle pump with a 1200mAh rechargeable battery, USB charging, automatic suction, and compact portable design.","","","0","74724","674","Automatic Rechargeable Water Dispenser Pump",""
"https://mixenza.com/product/pickora-1972612611","200","200 https://mixenza.com/product/pickora-1972612611","JC-205 Rechargeable 365nm UV Money Detector | Mixenza | Mixenza","Rechargeable handheld 365nm UV currency checker for inspecting UV-reactive security markings on compatible banknotes and documents.","","","0","74757","613","JC-205 Rechargeable 365nm UV Money Detector",""
"https://mixenza.com/product/pickora-1973011885","200","200 https://mixenza.com/product/pickora-1973011885","Keyboard Shortcut Desk Mat 80 x 30cm | Mixenza | Mixenza","Extended non-slip keyboard and mouse mat printed with useful Excel, Word, PowerPoint, and CAD shortcuts. Smooth, water-resistant, foldable surface.","","","0","74737","512","Keyboard Shortcut Desk Mat 80 x 30cm",""
"https://mixenza.com/product/pickora-1963263814","200","200 https://mixenza.com/product/pickora-1963263814","ERITE 395nm UV Money Detector Pen | Mixenza | Mixenza","Portable 2-in-1 fake-note checker with a high-power 395nm UV light and marker test. Reveals fluorescent security features and hidden marks on compatible banknot","","","0","74756","589","ERITE 395nm UV Money Detector Pen",""
"https://mixenza.com/product/pickora-1973702573","200","200 https://mixenza.com/product/pickora-1973702573","5-in-1 Rechargeable Full Body Massage Gun | Mixenza | Mixenza","Portable deep-tissue massage gun with four interchangeable heads and six speed levels for post-workout recovery and everyday muscle relaxation.","","","0","74682","582","5-in-1 Rechargeable Full Body Massage Gun",""
"https://mixenza.com/product/default?id=7776fefe-0c09-474f-9196-bcc25d0cc158","200","200 https://mixenza.com/product/default?id=7776fefe-0c09-474f-9196-bcc25d0cc158","Mixenza — Your everyday marketplace","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","74580","657","2-in-1 Mist Spray Detangling Hair Brush",""
"https://mixenza.com/product/pickora-1965017109","200","200 https://mixenza.com/product/pickora-1965017109","Portable USB Rechargeable Mini Hand Fan | Mixenza | Mixenza","Lightweight rechargeable personal fan for travel, office, school, makeup, outdoor use, and power outages. Easy to carry and simple to operate.","","","0","74707","738","Portable USB Rechargeable Mini Hand Fan",""
"https://mixenza.com/blog/china-shipping-marketplace-orders","200","200 https://mixenza.com/blog/china-shipping-marketplace-orders","China Freight Is Slowing Again - How Long Marketplace Orders Take | Mixenza | Mixenza","Sea freight from South China is stretching again. Water pumps, fans and home gadgets on Mixenza follow that calendar, not overnight ads.","","","0","77989","347","China Freight Is Slowing Again - How Long Marketplace Orders Take",""
"https://mixenza.com/blog/mobile-prices-accessories-pakistan","200","200 https://mixenza.com/blog/mobile-prices-accessories-pakistan","Phone Prices Stay Firm - Accessories Are Where Shoppers Save | Mixenza | Mixenza","New phone tags in Pakistan are barely moving. USB fans, desk mats and small gadgets are the practical way to upgrade a setup without a new handset.","","","0","78041","380","Phone Prices Stay Firm - Accessories Are Where Shoppers Save",""
"https://mixenza.com/blog/gold-prices-pkr-shoppers","200","200 https://mixenza.com/blog/gold-prices-pkr-shoppers","Gold Holds Near Record Highs - What That Means for PKR Shoppers | Mixenza | Mixenza","International gold is sticky near record territory. That keeps imported gadgets, drinkware and cash tools priced in rupees under pressure.","","","0","78001","460","Gold Holds Near Record Highs - What That Means for PKR Shoppers",""
"https://mixenza.com/blog/underwear-blog","200","200 https://mixenza.com/blog/underwear-blog","The Art of Makeup: Mastering the Perfect Everyday Look | Mixenza | Mixenza","Discover the latest fashion trends that will dominate the upcoming season. From vibrant colors to unique patterns and innovative styles.","","","0","77740","335","The Art of Makeup: Mastering the Perfect Everyday Look",""
"https://mixenza.com/blog/toys-kid-news","200","200 https://mixenza.com/blog/toys-kid-news","The Art of Makeup: Mastering the Perfect Everyday Look | Mixenza | Mixenza","Explore the power of accessories and learn how to effortlessly transform your outfits. From statement jewelry to stylish handbags and chic scarves.","","","0","77794","354","The Art of Makeup: Mastering the Perfect Everyday Look",""
"https://mixenza.com/product/pickora-1966895078","200","200 https://mixenza.com/product/pickora-1966895078","Digital 5-Speed Rechargeable Hand Fan with Display | Mixenza | Mixenza","A compact 800mAh rechargeable hand fan with five speed levels, digital battery display, Type-C charging, low-noise operation, phone stand, and desktop base.","","","0","74839","1290","Digital 5-Speed Rechargeable Hand Fan with Display",""
"https://mixenza.com/blog/yoga-news","200","200 https://mixenza.com/blog/yoga-news","Mastering the Perfect Everyday Look | Mixenza | Mixenza","Explore the power of accessories and learn how to effortlessly transform your outfits. From statement jewelry to stylish handbags and chic scarves.","","","0","77664","346","Mastering the Perfect Everyday Look",""
"https://mixenza.com/blog/cosmetic-news","200","200 https://mixenza.com/blog/cosmetic-news","cosmetic Trends to Watch Out for in Summer 2023 | Mixenza | Mixenza","Discover the latest cosmetic trends that will dominate the upcoming season. From vibrant colors to unique patterns and innovative styles, stay ahead of the cosmetic curve with our comprehensive guide.","","","0","77818","354","cosmetic Trends to Watch Out for in Summer 2023",""
"https://mixenza.com/blog/organic-news","200","200 https://mixenza.com/blog/organic-news","The Art of Makeup: Mastering the Perfect Everyday Look | Mixenza | Mixenza","Explore the power of accessories and learn how to effortlessly transform your outfits. From statement jewelry to stylish handbags and chic scarves.","","","0","77820","375","The Art of Makeup: Mastering the Perfect Everyday Look",""
"https://mixenza.com/product/tos-8381139779745-mini-food-chopper","200","200 https://mixenza.com/product/tos-8381139779745-mini-food-chopper","Mini Food Chopper | Mixenza | Mixenza","Material: Plastic + 304 stainless steel

Fuction: Make fruits and vegetables salad western-style food, usual vegetables can be choppe, you can use it to do chil","","","0","74940","702","Mini Food Chopper",""
"https://mixenza.com/product/tos-8347140620449-electric-masala-grinder","200","200 https://mixenza.com/product/tos-8347140620449-electric-masala-grinder","Electric Masala Grinder | Mixenza | Mixenza","EASY TO OPERATE: The grinding level can be easily controlled with one finger via the optimized one-touch start switch. The transparent lid made of high-quality ","","","0","75864","674","Electric Masala Grinder",""
"https://mixenza.com/product/tos-8381141581985-digital-kitchen-weight-scale-machine","200","200 https://mixenza.com/product/tos-8381141581985-digital-kitchen-weight-scale-machine","Digital Kitchen Weight Scale Machine | Mixenza | Mixenza","Compact and portable,Has tare (zero) function

It is made of high quality material, durable enough for your daily using

Beautiful appearance, special surface t","","","0","75370","660","Digital Kitchen Weight Scale Machine",""
"https://mixenza.com/product/tos-8349003153569-silver-crest-4-in-1-hand-blender-set","200","200 https://mixenza.com/product/tos-8349003153569-silver-crest-4-in-1-hand-blender-set","Silver Crest 4 in 1 Hand Blender Set | Mixenza | Mixenza","BIG CHOPPER BLENDER: This powerful food blender is powered by a 600W motor. Great for heavy-duty mixing, blending, chopping, and whisking, it comes with a big, ","","","0","76461","665","Silver Crest 4 in 1 Hand Blender Set",""
"https://mixenza.com/product/tos-8317065298081-water-spray-mop","200","200 https://mixenza.com/product/tos-8317065298081-water-spray-mop","Water Spray Mop (Minimum Order Quantity 1 Carton/30 PCs) | Mixenza | Mixenza","Hands free mop technology. Stainless steel mop handle. Reduces cleaning time. keep your hands away from water","","","0","77292","739","Water Spray Mop (Minimum Order Quantity 1 Carton/30 PCs)",""
"https://mixenza.com/product/tos-8396207653025-foot-roller-massager","200","200 https://mixenza.com/product/tos-8396207653025-foot-roller-massager","Foot Roller Massager | Mixenza | Mixenza","This new foot massager roller has 12 rollers (Each roller is equipped with 12 convex acupressure points) and 4 magnetic beads. The arched design mirrors the nat","","","0","75530","598","Foot Roller Massager",""
"https://mixenza.com/product/tos-8347529511073-new-2-in-1-flawless-eyebrow-trimmer","200","200 https://mixenza.com/product/tos-8347529511073-new-2-in-1-flawless-eyebrow-trimmer","New 2 in 1 Flawless Eyebrow Trimmer | Mixenza | Mixenza","Portable & Convenient

Compact and lightweight, this eyebrow trimmer is perfect for on-the-go touch-ups, making it a must-have for busy women.

Electric Power S","","","0","75780","766","New 2 in 1 Flawless Eyebrow Trimmer",""
"https://mixenza.com/product/tos-8391726760097-ultrasonic-mosquito-repellent-light","200","200 https://mixenza.com/product/tos-8391726760097-ultrasonic-mosquito-repellent-light","Ultrasonic Mosquito Repellent Light | Mixenza | Mixenza","FUNCTIONS:

Powerful Ultrasonic Defense:

Uses 360° high-frequency, unobtrusive ultrasound to create a sonic barrier that protects you from mosquito bites in th","","","0","75855","672","Ultrasonic Mosquito Repellent Light",""
"https://mixenza.com/product/tos-8347136393377-rechargeable-lint-remover","200","200 https://mixenza.com/product/tos-8347136393377-rechargeable-lint-remover","Rechargeable Lint Remover | Mixenza | Mixenza","Rechargeable Lint Remover is a powerful and innovative device that effectively removes lint, fuzz, and pet hair from fabrics, leaving them looking new. Its comp","","","0","75646","764","Rechargeable Lint Remover",""
"https://mixenza.com/product/tos-8555030773921-child-safety-locks-home-refrigerator-lock","200","200 https://mixenza.com/product/tos-8555030773921-child-safety-locks-home-refrigerator-lock","Child Safety Locks Home Refrigerator Lock | Mixenza | Mixenza","--Name of product: refrigerator lock/child safety lock
--Material: ABS+POM
--Size: 11.1*6.6*2.3cm
--Color: white, gray
--Suitable for: refrigerator

Product fea","","","0","76979","1133","Child Safety Locks Home Refrigerator Lock",""
"https://mixenza.com/product/tos-8513553629345-3-layer-travel-organizer","200","200 https://mixenza.com/product/tos-8513553629345-3-layer-travel-organizer","3 Layer Travel Organizer | Mixenza | Mixenza","• Versatile Storage Solution :This product offers a variety of storage options, including hanging packing cubes, shelves, and laundry storage compartments, maki","","","0","76935","685","3 Layer Travel Organizer",""
"https://mixenza.com/product/tos-8381138927777-portable-handfree-mini-mop","200","200 https://mixenza.com/product/tos-8381138927777-portable-handfree-mini-mop","Portable Handfree Mini Mop | Mixenza | Mixenza","The Mini Foldable Desktop Mop is perfect for small spaces, allowing for effortless storage. Whether you&#x27;re living in an apartment, RV, or have limited space, th","","","0","76240","545","Portable Handfree Mini Mop",""
"https://mixenza.com/shop/drinkware","200","200 https://mixenza.com/shop/drinkware","Drinkware | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","515669","584","Drinkware",""
"https://mixenza.com/shop/hair-care","200","200 https://mixenza.com/shop/hair-care","Hair Care | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","515599","612","Hair Care",""
"https://mixenza.com/shop/home-essentials","200","200 https://mixenza.com/shop/home-essentials","Home Essentials | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","515671","532","Home Essentials",""
"https://mixenza.com/shop/money-detectors","200","200 https://mixenza.com/shop/money-detectors","Money Detectors | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","517587","809","Money Detectors",""
"https://mixenza.com/shop/office-accessories","200","200 https://mixenza.com/shop/office-accessories","Office Accessories | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","515692","602","Office Accessories",""
"https://mixenza.com/shop/wellness","200","200 https://mixenza.com/shop/wellness","Wellness | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","515588","583","Wellness",""
"https://mixenza.com/shop/electronics-gadgets","200","200 https://mixenza.com/shop/electronics-gadgets","Electronics & Gadgets | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","562403","624","Electronics & Gadgets",""
"https://mixenza.com/shop/portable-fans","200","200 https://mixenza.com/shop/portable-fans","Portable Fans | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","517584","820","Portable Fans",""
"https://wehome.pk/collections/kitchen-tools-gadgets","200","200 https://wehome.pk/collections/kitchen-tools-gadgets","Kitchen Tools & Gadgets Online in Pakistan | Wehome &ndash; WeHome","Browse peelers, graters, spatulas, cutting boards, and more kitchen gadgets. Practical kitchen tools for every Pakistani home. Shop online with fast delivery.","https://wehome.pk/collections/kitchen-tools-gadgets","","5","501960","501","Kitchen Tools & Gadgets Online in Pakistan | Wehome",""
"https://mixenza.com/shop/home-lifestyle","200","200 https://mixenza.com/shop/home-lifestyle","Home & Lifestyle | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","553334","612","Home & Lifestyle",""
"https://mixenza.com/shop/cleaning-products","200","200 https://mixenza.com/shop/cleaning-products","Cleaning Products | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","532825","633","Cleaning Products",""
"https://mixenza.com/shop/organizers","200","200 https://mixenza.com/shop/organizers","Organizers | Mixenza | Mixenza","Mixenza — shop thousands of products from trusted sellers, all in one marketplace.","","","0","522206","582","Organizers",""
"https://galaxiee.com/collections/massage-gun","200","200 https://galaxiee.com/collections/massage-gun","Massage Guns & Massagers in Pakistan | Galaxiee &ndash; Galaxiee.com","Explore massage guns and other massagers at Galaxiee. Compare attachments, controls, current prices and availability for delivery in Pakistan.","https://galaxiee.com/collections/massage-gun","","1","557314","275","Collection: Massage Guns & Massagers in Pakistan",""
"https://traderz.pk/product-category/kitchen-dining-gadgets/","200","200 https://traderz.pk/product-category/kitchen-dining-gadgets/","Best Kitchen Accessories, Utensils & Gadgets | Free COD PK","Why overpay? Get premium kitchen utensils, gadgets & accessories at the best prices in Pakistan. 100% Free Delivery & no minimums, no hidden fee.","https://traderz.pk/product-category/kitchen-dining-gadgets/","index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large","2","229632","660","Kitchen Accessories & Utensils for Every Pakistani Home",""
"https://propakistani.pk/","200","200 https://propakistani.pk/","ProPakistani | Technology and Business News from Pakistan","ProPakistani is the premier and most trustworthy resource for all happenings in technology, telecom, business, sports, auto, education, real estate and entertainment news in Pakistan. Whether it&#039;s the top trending news, inside scoops or features, interviews, market trends and analysis, product reviews, How to&#039;s or tutorials – we cover it all.","https://propakistani.pk/","index, max-image-preview:large","1","330100","394","",""
"https://www.mztrends.com/","200","200 https://www.mztrends.com/","Home Gadgets Pakistan — Buy COD | MZ Trends Pakistan","Shop smart home gadgets in Pakistan with Cash on Delivery. Free delivery on orders Rs. 2,999+. MZ Trends — Smarter Home. Better Life.","","","0","2802","538","",""
"https://www.markaz.app/shop/product/Kitchenware","200","200 https://www.markaz.app/shop/product/Kitchenware","Buy Kitchenware Online — Best Prices in Pakistan – Markaz","Shop kitchenware on Markaz Pakistan — cookware, utensils, storage, appliances and dining sets. The best prices, cash on delivery, trusted sellers.","https://www.markaz.app/shop/product/Kitchenware","","7","423083","235","Hand-picked for Kitchenware",""
"https://www.techjuice.pk/","200","200 https://www.techjuice.pk/","TechJuice | Technology, AI & Startup News from Pakistan & Beyond","TechJuice covers technology news from Pakistan and around the world, including AI, startups, business, mobile, auto, education, and social media.","https://www.techjuice.pk/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","465434","724","TechJuice | Technology News from Pakistan",""
"https://orderly.com.pk/products/rechargeable-hand-fan","402","402 https://orderly.com.pk/products/rechargeable-hand-fan","Store unavailable","","","","0","10314","731","This store is currently unavailable.; Did you mean ?",""
"https://www.phoneworld.com.pk/","200","200 https://www.phoneworld.com.pk/","PhoneWorld | Latest Telecom and IT News in Pakistan","PhoneWorld is a Leading source for technology news in Pakistan covering latest mobile trends, mobile prices, reviews, how-to&#039;s & tutorials.","https://www.phoneworld.com.pk/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","225238","909","PhoneWorld",""
"https://galaxiee.com/blogs/news/best-massage-gun-price-in-pakistan-2026","200","200 https://galaxiee.com/blogs/news/best-massage-gun-price-in-pakistan-2026","10 Best Massage Guns in Pakistan 2026 — Prices, Reviews & COD &ndash; Galaxiee.com","Looking for the best massage gun price in Pakistan? In 2026, percussion massagers have become the go-to recovery tool for gym-goers, athletes and anyone with neck, back or shoulder stiffness. This guide compares the 10 best massage guns available in Pakistan right now — with real prices, key specs and Cash on Delivery.","https://galaxiee.com/blogs/news/best-massage-gun-price-in-pakistan-2026","","2","278073","226","10 Best Massage Guns in Pakistan 2026 — Prices, Reviews & COD",""
"https://www.action.pk/products/automatic-water-dispenser-pump-usb-rechargeable-hygienic-design","200","200 https://www.action.pk/products/automatic-water-dispenser-pump-usb-rechargeable-hygienic-design","Buy Automatic Water Dispenser Pump, USB Rechargeable | Action.pk &ndash; Action WebStore","Shop the Automatic Water Dispenser Pump at Action WebStore. This USB rechargeable pump is energy-efficient, hygienic, and easy to install. Designed for home and outdoor use, it makes hydration simple and safe for everyone. Available now at Action WebStore, your trusted marketplace in Pakistan.","https://www.action.pk/products/automatic-water-dispenser-pump-usb-rechargeable-hygienic-design","","2","1025821","367","",""
"https://www.daraz.pk/tag/massage-guns/","200","200 https://www.daraz.pk/tag/massage-guns/","Buy massage guns Online at Best Price in Pakistan - Daraz.pk","Pakistan - Shop for Best Online at Daraz.pk Wide Variety of massage guns. Great Prices, Even Better Service.","https://www.daraz.pk/tag/massage-guns/","index,follow","0","57187","600","",""
"https://spectorgadgets.com/product/portable-hand-fan-pakistan/","200","200 https://spectorgadgets.com/product/portable-hand-fan-pakistan/","Portable Fan Price in Pakistan | Rechargeable Hand Fan","Buy a portable fan in Pakistan with USB charging, 3 speeds and a compact handheld design. Ideal for home, office, travel and outdoor cooling.","https://spectorgadgets.com/product/portable-hand-fan-pakistan/","index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large","2","209464","3990","Portable Hand Fan Rechargeable USB Bladeless Mini Fan; ",""
"https://dtech.com.pk/","200","200 https://dtech.com.pk/","D-Tech Digital World","D-Tech is the digital face of Shan Traders, offering high-performance currency counting machines, counterfeit detectors, and essential cash-handling tools across Pakistan. With guaranteed quality, expert support, and fast COD delivery, we bring innovation and reliability to your everyday business needs. Trusted since 2005.","https://dtech.com.pk/","max-image-preview:large","1","246417","4111","",""
